id,reason,title,reading,meaning_vi,raw_sample
N2-vocab-0572,title_not_contiguous_in_raw_pdf_split,設ける,もうける,1. Tạo ra,"意味 / 1 ある目的のために作り出す / もう / 設 / ける / ポイント / 〜のために窓口、事務所を_ / 例文 / ・ 児童福祉課では、親の悩みに応えるための / 1. Tạo ra / 相談窓口を設けている。 / 2. Trang bị, chuẩn bị / 意味 / 2 〜のために準備する、作る / 3. Thiết lập / ポイント / 場/機会/時間を_ / 例文 / ・ その話は詳しく聞きたいので、別"
N2-vocab-0576,title_not_contiguous_in_raw_pdf_split,呼び止める,よびとめる,Gọi lại,ほんとむかつく!」 / よ / と / 意味 / 声をかけて止まらせること / 呼 / び止 / める / 例文 / ・ 帰ろうとしたら、友達に呼び止められた。 / Gọi lại
N2-vocab-0577,title_not_contiguous_in_raw_pdf_split,仕上げる,しあげる,"Hoàn thiện, hoàn thành","意味 / 100%完成させること / し / あ / 仕上 / げる / ポイント / 主語が「人」 / 途中までできているものを完成させる / 例文 / ・ 「この仕事は月末までに仕上げてください」 / Hoàn thiện, hoàn thành / ・ 恋人にあげるマフラーがやっと仕上がった。"
N2-vocab-0578,title_not_contiguous_in_raw_pdf_split,割り込む,わりこむ,"Chen vào, xen ngang","わ / こ / 意味 / 無理に入り込むこと / 割 / り込 / む / ポイント / 列を_ / 例文 / Chen vào, xen ngang / ・ 並んでいたのに、急に割り込んできた。 / ポイント / 話の途中に_ / 例文 / ・ 私が話していると、いつも割り込んで / 自分の話をしてくる。"
N2-vocab-0579,title_not_contiguous_in_raw_pdf_split,差し支える,さしつかえる,"Gây cản trở, làm phiền","自分の話をしてくる。 / さ / つか / 意味 / 問題になる・迷惑になること / 差 / し支 / える / 例文 / ・ 差し支えなければ、お電話番号 / Gây cản trở, làm phiền / を教えていただけますか? / ・ ご迷惑でなければ、(私の)話を聞いていただけ / ますか。"
N2-vocab-0580,title_not_contiguous_in_raw_pdf_split,買い占める,かいしめる,Mua hết,か / し / 意味 / ある物を1人で全部買うこと / 買 / い占 / める / 例文 / ・ スーパーにあるHaohao を全部買い占めた。 / Mua hết
N2-vocab-0581,title_not_contiguous_in_raw_pdf_split,思い切る,おもいきる,Quyết định,Kiến thức / 意味 / 考えていたことを決めて、覚悟をすること / おも / き / 思 / い切 / る / ポイント / 大きなことを決める時によく使う / 思い切って〜する / 例文 / ・ 10年間伸ばした髪を思い切って短く切ること / Quyết định / にした。
N2-vocab-0582,title_not_contiguous_in_raw_pdf_split,振り向く,ふりむく,"Ngoảnh mặt, quay lại","意味 / 振り返って見ること / ふ / む / 振 / り向 / く / ポイント / ふ / かえ / ≒振 / り返 / る (過去を+振り返る≒思い出す) / 例文 / ・ 名前を呼ばれて振り向いた。 / Ngoảnh mặt, quay lại"
N2-vocab-0583,title_not_contiguous_in_raw_pdf_split,思いつく,おもいつく,Nghĩ ra,意味 / ある考えが頭にうかぶこと / おも / 思 / いつく / ポイント / アイディア/ 考え/方法を__ / Nghĩ ra / 例文 / ・「あ!あれをすればいいか!」彼は、彼女への / いい誕生日サプライズを思いついた。 / ・ なかなかいい方法が( )な
N2-vocab-0584,title_not_contiguous_in_raw_pdf_split,引き止める,ひきとめる,"Kéo lại, níu kéo","ひ / と / 意味 / どこかへ行く人を止まらせること / 引 / き止 / める / ポイント / (人)を__ / Kéo lại, níu kéo / 例文 / ・ 会社を辞めたがっている同僚を、 皆で引き止めた"
N2-vocab-0586,title_not_contiguous_in_raw_pdf_split,飛び散る,とびちる,Bay lả tả,例文 / ・ お金の不安を打ち消すには? / と / ち / 意味 / 何かが勢いよくあちこちに飛んでばらばらに散る / 飛 / び散 / る / 例文 / はへん / ・ グラスが割れ、破片 / が飛び散った。 / Bay lả tả
N2-vocab-0587,title_not_contiguous_in_raw_pdf_split,乗り継ぐ,のりつぐ,Đổi chuyến,の / つ / 意味 / 乗り物を降りて、次の乗り物に乗ること / 乗 / り継 / ぐ / ポイント / (乗り物)を__ / 例文 / ・韓国で飛行機を(乗り継いで 乗り越えて) / Đổi chuyến / 日本へきました。 / の / こ / 類義語 乗 / り越 / える / ・ 危機/壁/困難を+乗り越える / ・ 電車、バスを乗り換える / の / す / 乗 / り過 / ごす / ・ (降りるべき駅で降りず、過ぎてしまった時)あ!やばっ!
N2-vocab-0590,title_not_contiguous_in_raw_pdf_split,打ち明ける,うちあける,"Bật mí, hé lộ","う / あ / 意味 / 秘密にしていたことを話すこと / 打 / ち明 / ける / ポイント / 秘密・過ち・悩み__ / 例文 / ・過去の失敗を友達に打ち明けたら、心が軽くなった / Bật mí, hé lộ"
N2-vocab-0591,title_not_contiguous_in_raw_pdf_split,目立つ,めだつ,"Nổi bật, dễ lộ","Kiến thức / め / だ / 意味 / 1 他よりを目がとまること / 目立 / つ / 例文 / ・ 白いスーツは汚れが目立ちやすい。 / Nổi bật, dễ lộ / 意味 / 2 他より印象に残る / 例文 / ・ 学生時代は教室で目立たない、普通の学生でした"
N2-vocab-0593,title_not_contiguous_in_raw_pdf_split,見分わける,みわける,"Phân biệt, làm rõ","意味 / 見て、区別すること / 見分 / み / わける / 例文 / ・ 偽物と本物を見分けるのは難しい。 / Phân biệt, làm rõ"
N2-vocab-0595,title_not_contiguous_in_raw_pdf_split,くっ付く,くっつく,"Phủ nhận, cự tuyệt","意味 / つ / 物と物がぴったりとつくいてなかなか離れないこと / くっ付 / く / ポイント / A とB が__ / 例文 / ・ 靴の底にガムがくっついてしまった。 / Phủ nhận, cự tuyệt / ポイント / 人にも使う / 例文 / ・3 才の娘はいつも私にくっついて離れようとしない"
N2-vocab-0599,title_not_contiguous_in_raw_pdf_split,付け加える,つけくわえる,Thêm vào,→ ≒ 補足して / つ / くわ / 意味 / 今あるものに、さらに別のものを足すこと / 付 / け加 / える / ポイント / ≒ 補足して / 例文 / ・ 「今の説明に少し付け加えて話しますね。」 / Thêm vào
N2-vocab-0604,title_not_contiguous_in_raw_pdf_split,取り入れる,とりいれる,"Áp dụng, đưa vào","と / い / 意味 / 他のいいところを採用する / 取 / り入 / れる / ポイント / 意見 / 方法 /アイデアを_ / 例文 / ・ 会社は消費者の意見を取り入れて、 / Áp dụng, đưa vào / 商品を改良した。"
N2-vocab-0605,title_not_contiguous_in_raw_pdf_split,立ち上げる,たちあげる,"Khởi động Bắt đầu, thành lập","意味 / 1 コンピューターで電源をつける / た / あ / 立 / ち上 / げる / 例文 / ・ 仕事の前にパソコン立ち上げておいてね。 / ⇔ 電源を切るシャットダウンする / Khởi động / 意味 / 2 企画を始めること / Bắt đầu, thành lập / ポイント / 新サービス/ウェブサイト / Youtube でチャンネルを_"
N2-vocab-0610,title_not_contiguous_in_raw_pdf_split,建て替える,たてかえる,"Xây lại, xây dựng lại","た / か / 意味 / 古くなった建物を一度壊して新しく建てること / 建 / て替 / える / 例文 / ・ A:ごめん。今金欠でさ、給料日に払うから / お昼代、立て替えてもらえる? / Xây lại, xây dựng lại / B:あ、全然いいよ。 / → 立て替える ≒ 代わりに払う"
N2-vocab-0611,title_not_contiguous_in_raw_pdf_split,切り替える,きりかえる,"Sửa đổi, thay thế","Kiến thức / き / か / 意味 / 今までのものをやめて別のものにすること / 切 / り替 / える / ポイント / 古いものを+新しいものに_ / Sửa đổi, thay thế / 例文 / ・ 最近メガネからコンタクトに切り替えました。 / ポイント / 「ー」の気持ちを +「+」の気持ちに_ / 例文 / ・ ずっとミスで落ち込んでいてもしょうがない。 / 切り替えて頑張ろう!"
N2-vocab-0612,title_not_contiguous_in_raw_pdf_split,受け持つ,うけもつ,"Đảm nhiệm, phụ trách","う / も / 意味 / 自分の仕事・担当として引き受けて行うこと / つ / 受 / け持 / ポイント / 仕事を__ / 例文 / ・ 今5つの授業を受け持ってます。 / Đảm nhiệm, phụ trách / ≒自分の担当/責任として引き受ける"
N2-vocab-0613,title_not_contiguous_in_raw_pdf_split,取り上げる,とりあげる,"Cầm, nhấc","と / あ / 意味 / 1 取って、持ち上げること / げる / 取 / り上 / ポイント / ものを__ / ・ 彼女は机の上の本を取り上げた。 / Cầm, nhấc / 例文 / Cướp, tước đi / 意味 / 相手が持っているものを奪うこと / 例文 / ・ お母さんにゲーム機を取り上げられた。 / 意味 / 問題として扱うこと、話題にする / Nhắc tới, bàn tới / ・ ニュースでこの事件は大きく"
N2-vocab-0614,title_not_contiguous_in_raw_pdf_split,繰り返す,くりかえす,Lặp lại,"く / かえ / 意味 / 同じことを何度もすること / す / 繰 / り返 / ポイント / 意見 / 方法 /アイデアを_ / 例文 / ・「同じ失敗をくり返してはいけません」 / Đảm nhiệm, phụ trách / ・「この授業を何度も繰り返してみてね〜」"
N2-vocab-0629,title_not_contiguous_in_raw_pdf_split,慌ただしい,あわただしい,Bận tối mắt tối mũi,・ 乏しい ⇔ ( ) / 意味 / 落ち着かなく忙しい様子 / あわ / 慌 / ただしい / ポイント / _日常、1日 / 例文 / ・ 今日は急な用事や来客が重なって、 / Bận tối mắt tối mũi / あわただしい一日だった。
N2-vocab-0660,title_not_contiguous_in_raw_pdf_split,詳しい,くわしい,"Chi tiết, am hiểu về...","意味 / くわ / よく知っていること / 詳 / しい / 「同じ」よりも硬い言い方 / ポイント / Chi tiết, am hiểu về... / 例文 / ・ 姉はアイドルにとてもくわしいです。 / ・ この地図はスーパーまでの道がとてもくわしく / 書かれている。 / しょうさい / 類義語 / 詳細 / (ビジネスの場で) / A: 「では、火曜日の13 時に打ち合わせお願いします。」 / B:「 場所や議題"
N2-vocab-0661,title_not_contiguous_in_raw_pdf_split,目覚ましい,めざましい,"Nổi bật, vượt bậc","意味 / め / ざ / びっくりするほど素晴らしいこと / 目覚 / ましい / びっくりして目が覚めるほど / ポイント / Nổi bật, vượt bậc / 例文 / ・ 彼は試合でめざましい活躍をした。"
N2-vocab-0662,title_not_contiguous_in_raw_pdf_split,曖昧な,あいまいな,"Mơ hồ, mông lung","Kiến thức / 意味 / YES かNO かはっきりしないこと / あいまい / 曖昧 / な / ポイント / 態度がはっきり ✘ / _な返事、表現、答え / 例文 / ・ あの日のことは記憶があいまいだ。 / Mơ hồ, mông lung"
N2-vocab-0722,title_not_contiguous_in_raw_pdf_split,有難い,ありがたい,HỮU NAN,"Kiến thức / ありがた / 意味 / ありがとうの気持ち / 有難 / い / 例文 / ・これコピーしといてくれるとありがたいんだけど... / HỮU NAN / ≒ありがたいんですが(目上には) / ・ ありがたいことに雨が止んだ。 / Biết ơn, cảm kích / ≒幸いなことに"
N2-vocab-0726,title_not_contiguous_in_raw_pdf_split,弱気な,よわきな,NHƯỢC KHÍ,"≒あまり話したくない / 意味 / 気が弱いこと / よわき / 弱気 / な / ポイント / ⇔強気 / _になる、_な性格 / 例文 / ・ A:あぁ、N2 なんて僕には難しいよ。絶対不合格 / NHƯỢC KHÍ / だよ... / B:そんな弱気にならないで。きっとうまくいく / Nhát gan, nhút nhát / よ!"
N2-vocab-0732,title_not_contiguous_in_raw_pdf_split,気楽な,きらくな,KHÍ LẠC,Kiến thức / きらく / 意味 / 心配がなく、のんびりとしていられること / 気楽 / な / ポイント / _に{考える/暮らす/生きる...} / 例文 / りょう / ひとりぐ / ・ 寮 / に住むより一人暮 / らしの方が、 / KHÍ LẠC / お金はかかるが気楽でいい。 / ≒他の人のことを考えなくてもいい / Thoải mái
N2-vocab-0736,title_not_contiguous_in_raw_pdf_split,絶えず,たえず,"TUYỆT Liên miên, liên tục","言わば第二の故郷と言ってもいいだろう。 / た / 意味 / 途中で途切れることなく、ずっと行われていること / 絶 / えず / 例文 / ・ 妹は体が弱くて、たえず風邪をひいている。 / TUYỆT / ・ コロナで人通りが絶えた。 / Liên miên, liên tục"
N2-vocab-0751,title_not_contiguous_in_raw_pdf_split,直ちに,ただちに,TRỰC Ngay lập tức,ただ / 意味 / 今すぐに(トイレ行く暇もない) / 直 / ちに / ポイント / 至急<大至急<ただちにどちらもとても急ぎ / TRỰC / 例文 / ・ 取引先にこの資料メールで送ったの? / これ極秘だから!ただちにお詫びのメールして! / Ngay lập tức
N2-vocab-0757,title_not_contiguous_in_raw_pdf_split,生き生き,いきいき,"SINH Năng động, đầy sức sống","い / い / 意味 / 元気があって、勢いがある様子 / 生 / き生 / き / ポイント / _(と)〜している / SINH / 例文 / ・ この会社の社員たちは皆いきいきと働いている。 / ・ 子どもたちのいきいき(と)した表情 / Năng động, / đầy sức sống / が印象的だった。"
N2-vocab-0761,title_not_contiguous_in_raw_pdf_split,予め,あらかじめ,DƯ Sẵn sàng,あらかじ / 意味 / 始まる前に、あることをしておく / 予 / め / ポイント / ≒事前に・前もって / DƯ / 例文 / ・ 取引先が扱っている商品と、担当者の名前は / 打ち合わせまでにあらかじめ確認しておいてね。 / Sẵn sàng
N2-vocab-0819,title_not_contiguous_in_raw_pdf_split,何となく,なんとなく,HÀ,意味 / はっきりとした理由や目的はない様子 / なん / 何 / となく / 例文 / ・なんとなく今日はいい日になる気がする。 / ・A:なんで結婚しようと思ったの? / HÀ / B:うーん。はっきりした理由はわからないけど、 / 彼女と出会ったときになんとなく、この人と / Bằng cách nào đó / 結婚するべきだと思ったんだ。
N3-vocab-0006,title_not_contiguous_in_raw_pdf_split,先輩・後輩,せんぱいこうはい,Tiền bối - Hậu bối,しょくば / ・ モンさんとアインさんは同じ年だが、職場 / では / アインさんの方が先輩だ。 / せんぱい / こうはい / 先輩 / ・後輩 / こうはい / 対:後輩 / Tiền bối - Hậu bối / しょくば / ・ モンさんとアインさんは同じ年だが、職場 / では / アインさんの方が後輩だ。
N3-vocab-0037,title_not_contiguous_in_raw_pdf_split,出席・欠席,しゅっせきけっせき,Có mặt - Vắng mặt,けっせきとどけ / 合:欠席届 / しゅっせき / けっせき / 出席 / ・欠席 / たいしょくとどけ / Có mặt - Vắng mặt / 関:退職届
N3-vocab-0042,title_not_contiguous_in_raw_pdf_split,成功・失敗,せいこうしっぱい,Thành công - Thất bại,もと / ・ 失敗は成功の元 / せいこう / しっぱい / 成功 / ・失敗 / だいせいこう / 合:大成功 / Thành công - Thất bại
N3-vocab-0048,title_not_contiguous_in_raw_pdf_split,引っ越し,ひっこし,Chuyển nhà,じゅんび / ・ 引越しの準備 / が終わった / ひ / こ / 引 / っ越 / し / てつだ / ・ 引越しを手伝 / う / Chuyển nhà / とうきょう / ・ 東京 / からハノイに引越しする
N3-vocab-0102,title_not_contiguous_in_raw_pdf_split,前半・後半,ぜんはんこうはん,Nửa trước - Nửa sau,ぜんはん / こうはん / たいくつ / ・ 映画の前半は退屈 / だったが、後半は / 前半 / ・後半 / おもしろかった。 / Nửa trước - Nửa sau
N3-vocab-0117,title_not_contiguous_in_raw_pdf_split,渇く,かわく,"Khát, khát nước","かわ / 渇 / く / ・ のどが渇いた。 / Khát, khát nước"
N3-vocab-0120,title_not_contiguous_in_raw_pdf_split,殴る,なぐる,Đánh,なぐ / 殴 / る / きょうし / せいと / もんだい / ・ 教師 / になっている。 / が生徒 / を殴って、問題 / Đánh
N3-vocab-0123,title_not_contiguous_in_raw_pdf_split,(が)倒れる,たおれる,"1. Đổ 2. Ngất, bất tỉnh 3. Đổ bệnh","たいふう / ・ 台風 / で木が倒れた。 / たお / (が)倒 / れる / たす / ・ 倒れている人を助 / 1. Đổ / けた。 / 2. Ngất, bất tỉnh / 3. Đổ bệnh / はたら / ・ 父は働 / きすぎて倒れてしまった。"
N3-vocab-0124,title_not_contiguous_in_raw_pdf_split,(を)倒す,たおす,"1. Làm đổ, đánh đổ 2. Đánh bại, chinh phục","たお / か / わ / ・ 花 / (を)倒 / す / びんを倒して割 / ってしまった。 / 1. Làm đổ, đánh đổ / ・ ボクシングでチャンピオンを倒した。 / 2. Đánh bại, chinh phục"
N3-vocab-0125,title_not_contiguous_in_raw_pdf_split,(が)起きる,おきる,1. Thức dậy,お / (が)起 / きる / ・ 今日は8 時に起きた。 / お / まいばん / おそ / 起 / こる / ・ 父は毎晩 / 遅 / くまで起きているようだ。 / 1. Thức dậy / さいきん / 2. Thức / ・ 最近 / なかなかやる気が起きない・起こらない。 / 3. Xảy ra
N3-vocab-0126,title_not_contiguous_in_raw_pdf_split,(を)起こす,おこす,"1. Đánh thức 2. Dựng lên 3. Gây ra, làm","あさ / お / ・ うちの子は朝 / 起 / こしてもなかなか起きない。 / お / (を)起 / こす / じてんしゃ / ・ 倒れていた自転車 / を起こした。 / 1. Đánh thức / 2. Dựng lên / じ / こ / じけん / もんだい / さいばん / ・ 事故 / (N2)... を起こす。 / ・事件 / ・問題 / ・裁判 / 3. Gây ra, làm"
N3-vocab-0127,title_not_contiguous_in_raw_pdf_split,尋ねる,たずねる,Hỏi,・ 「ちょっとお尋ねしたいのですが...」 / たず / 尋 / ねる / Hỏi / こうばん / けいかん / し / やくしょ / ・ 交番 / までの道を尋ねた。 / で警官 / に市 / 役所
N3-vocab-0130,title_not_contiguous_in_raw_pdf_split,黙る,だまる,Im lặng,しつもん / ・ 先生が質問 / したが、誰も答えないで黙っている。 / だま / 黙 / る / ・ 「うるさい。黙れ!」 / Im lặng / じゅぎょうちゅう / きょうしつ / ・ 授業中 / 黙って教室 / を出てはいけない。
N3-vocab-0131,title_not_contiguous_in_raw_pdf_split,飼う,かう,Nuôi,か / 飼 / う / ・ 何かペットを飼いたいと思っている。 / Nuôi
N3-vocab-0133,title_not_contiguous_in_raw_pdf_split,(が)乾く,かわく,Khô,ほ / せんたくもの / ・ 風が強かったので、外に干 / した洗濯物 / はすぐ乾いた。 / かわ / (が)乾 / く / ・ 乾いたタオルで体をふいた。 / Khô / くうき / ・ 空気 / ・インクが乾く
N3-vocab-0134,title_not_contiguous_in_raw_pdf_split,(を)乾かす,かわかす,Làm khô,かわ / (を)乾 / かす / かみ / ・ ドライヤーでぬれた髪 / を乾かした。 / Làm khô
N3-vocab-0136,title_not_contiguous_in_raw_pdf_split,誘う,さそう,Mời,・ 友達を誘って映画を見に行った。 / さそ / ・ 今度、彼女を食事に誘おうと思う。 / 誘 / う / Mời / ことわ / る / 蓮:誘いを受ける>< 誘いを断 / Nhận lời mời ><Từ chối lời mời
N3-vocab-0138,title_not_contiguous_in_raw_pdf_split,(を)預かる,あずかる,"Trông, giữ, chăm sóc","あず / (を)預 / かる / ・ 旅行に行く友達から犬を預かることになった。 / Trông, giữ, chăm sóc"
N3-vocab-0139,title_not_contiguous_in_raw_pdf_split,(を)預ける,あずける,"Gửi, nhờ trông","り / し / あず / ・ 銀行にお金を預けると、利子 / がつく。 / (を)預 / ける / ほいくえん / Gửi, nhờ trông / ・ 保育園 / に子供を預けて働く。"
N3-vocab-0140,title_not_contiguous_in_raw_pdf_split,(が)決まる,きまる,Được quyết định/ Cố định,きこく / ・ 帰国 / の日が決まった / ほっかい / どう / ・ みんなで話し合って、旅行の行き先は北海 / 道 / に / 決まった。 / き / (が)決 / まる / まいあさ / ・ 父は毎朝 / 決まった時間にうちを出て、決まった時間に / Được quyết định/ / 帰ってくる。 / Cố định / ごうかく / ゆうしょう / てんきん / ・ {合格 / / 優勝 / /転勤 / ...}が決まった。 / さい / こうと
N3-vocab-0141,title_not_contiguous_in_raw_pdf_split,(を)決める,きめる,Quyết định/ Chọn,しんがく / しゅうしょく / ・ 進学 / き / か就職 / か、早く決めた方がいいですよ。 / (を)決 / める / あさ / ・ 朝 / はパンとコーヒーに決めている。 / Quyết định/ Chọn
N3-vocab-0142,title_not_contiguous_in_raw_pdf_split,(が)写る,うつる,Chụp 蓮:写真写り:Biết chụp,くら / ・ このカメラは暗 / いところでもよく写る。 / うつ / (が)写 / る / ・ 「この写真、よく写っているね。」(≒ 良い写真) / Chụp / 蓮:写真写り:Biết chụp
N3-vocab-0143,title_not_contiguous_in_raw_pdf_split,(を)写す,うつす,1. Chụp (ảnh) 2. Chép,うつ / す / ば / ふうけい / ・ 素晴 / (を)写 / す / を写真に写した。 / らしい風景 / 1. Chụp (ảnh) / こくばん / 2. Chép / ・ 黒板 / の字をノートに写した。
N3-vocab-0144,title_not_contiguous_in_raw_pdf_split,(を)思い出す,おもいだす,Nhớ lại/ Nhớ ra,はる / こうこう / にゅう / がく / しき / ・ 毎年春 / おも / だ / を思い出す。 / になると、高校 / の入 / 学 / 式 / (を)思 / い出 / す / Nhớ lại/ Nhớ ra / きゅう / ・ 忘れていたことを急 / に思い出した。
N3-vocab-0145,title_not_contiguous_in_raw_pdf_split,(を)教わる,おそわる,Học từ (ai đó),・ この料理の作り方は母{から/に}教わりました。 / おそ / (を)教 / わる / Học từ (ai đó) / おし / える / 対:教
N3-vocab-0146,title_not_contiguous_in_raw_pdf_split,(を)申し込む,もうしこむ,1. Đăng ký 2. Cầu hôn,さんか / ・ パーティーの参加 / を申し込む。 / もう / こ / (を)申 / し込 / む / けっこん / 1. Đăng ký / ・ 恋人に結婚 / を申し込む。 / 2. Cầu hôn
N3-vocab-0147,title_not_contiguous_in_raw_pdf_split,(を) 断る,ことわる,1. Từ chối 2. Được phép,意味 1 / たの / ・ 頼 / まれた仕事を断った。 / ことわ / しゃっきん / (を) 断 / る / ・ 借金 / を申し込んだが断られた。 / 1. Từ chối / ・ すみません、この仕事はお断りさせていただきます。 / 2. Được phép / 意味 2 / そうたい / ・ 急用ができたので、先生に断って早退 / させてまらった。
N3-vocab-0148,title_not_contiguous_in_raw_pdf_split,(が)見つかる,みつかる,1. Tìm thấy 2. Bị phát hiện,ゆびわ / ・ なくなったと思っていた指輪 / が、ソファーの下 / み / (が)見 / つかる / {で/から}見つかった。 / 1. Tìm thấy / ・ 高校生の時、タバコを吸っていたら、先生に / 2. Bị phát hiện / 見つかって怒られた。
N3-vocab-0149,title_not_contiguous_in_raw_pdf_split,(を)見つける,みつける,Tìm thấy,み / ・ なくなったと思っていた指輪を、ソファーの下で / (を)見 / つける / 見つけた。 / Tìm thấy
N3-vocab-0150,title_not_contiguous_in_raw_pdf_split,(が)捕まる,つかまる,1. Bị bắt 2. Tóm,つか / はんにん / けいさつ / ・ 犯人 / が警察 / に捕まった。 / (が)捕 / まる / 1. Bị bắt / でんしゃ / かわ / ・ 電車 / で立っているときはいつもつり革 / に捕まっている。 / 2. Tóm
N3-vocab-0151,title_not_contiguous_in_raw_pdf_split,(が)捕まえる,つかまえる,Tóm/ Bắt,けいさつ / どろぼう / ・ 警察 / が泥棒 / を捕また。 / つか / (が)捕 / まえる / ・ 川で魚を(捕まる・捕まえる)。 / Tóm/ Bắt
N3-vocab-0152,title_not_contiguous_in_raw_pdf_split,(が)乗る,のる,Lên xe,の / (が)乗 / る / かよ / ・ 毎朝、電車に乗って学校に通 / っている。 / Lên xe
N3-vocab-0153,title_not_contiguous_in_raw_pdf_split,(を)乗せる,のせる,"Đèo, chở, cho đi nhờ","の / (を)乗 / せる / とうきょう / ・ 東京 / まで乗せてくれませんか? / Đèo, chở, cho đi nhờ"
