id,reason,title,reading,meaning_vi,raw_sample
N3-vocab-0457,title_not_contiguous_in_raw_pdf_split,(を)見かける,みかける,1. Tình cờ nhìn thấy 名:見かけ(≒ 見た目): Vẻ ngoài 2. Nhìn thấy,意味1 / まち / ぐうぜん / むかし / とも / ・ 街 / で偶然 / 、昔 / の友 / だちを見かけた。 / み / 意味2 / (を)見 / かける / さいきん / こうしゅう / でんわ / ・ 最近 / 、公衆 / 電話 / を見かけなくなった。 / 1. Tình cờ nhìn thấy / 名:見かけ(≒ 見た目): Vẻ ngoài / 2. Nhìn thấy / ・ このりんごは見かけは甘そうだったが、食べてみると / す
N3-vocab-0458,title_not_contiguous_in_raw_pdf_split,(を)確かめる,たしかめる,Xác nhận,"・ メールが届いたかどうか、相手に電話して確かめた。 / さんかにんずう / ・ 飲み会の参加人数 / を確かめた。 / たし / 関:確かな:Chính xác / (を)確 / かめる / 新聞に聞かれてあったから確かな情報だ。 / Xác nhận / かくにん / する:Kiểm tra, xác nhận / 類:確認 / 事実を確認する。"
N3-vocab-0459,title_not_contiguous_in_raw_pdf_split,(を)試す,ためす,Thử,ため / ようふく / に / あ / ・ 洋服 / うかどうか、着て試してみた。 / が似合 / (を)試 / す / 関:試しに / Thử
N3-vocab-0460,title_not_contiguous_in_raw_pdf_split,(を)繰り返す,くりかえす,Lặp lại,く / かえ / (を)繰 / り返 / す / ・ この本は大好きなので、繰り返し読みました。 / Lặp lại
N3-vocab-0461,title_not_contiguous_in_raw_pdf_split,(を)訳す,やくす,Dịch,・ 英語を日本語に訳す。 / 名:訳 / やく / (を)訳 / す / ・ 英語の文に日本語の訳をつける。 / Dịch / ほんやく / 類:文字を翻訳 / (を)する。 / つうやく / 会話を通訳 / (を)する。
N3-vocab-0462,title_not_contiguous_in_raw_pdf_split,(を) 行う,おこなう,"Tổ chức, tiến hành","おこな / しけん / かいぎ / ・ (試験 / /会議 / /スピーチ/イベント...)を行う。 / (を) 行 / う / あらた / Tổ chức, tiến hành / ※「する」より改 / まった言い方"
N3-vocab-0463,title_not_contiguous_in_raw_pdf_split,(が・を)間違う,まちがう,"Sai, nhầm","けいさん / まちが / ・ この計算 / は間違っている。 / (が・を)間違 / う / Sai, nhầm / ・ お金があれば幸せになれるというのは間違った考えだ。"
N3-vocab-0464,title_not_contiguous_in_raw_pdf_split,(を)間違える,まちがえる,"Làm sai, nhầm","まちが / ・ テストの答え・簡単な計算を間違えた。 / (を)間違 / える / しお / ・ 塩 / とさとうを間違えてなべに入れてしまった。 / Làm sai, nhầm"
N3-vocab-0465,title_not_contiguous_in_raw_pdf_split,(を)許す,ゆるす,1.Tha thứ,意味1 / うわ / き / ・ 彼女に浮 / 気 / されてけんかになったが、 / (彼女のことが)好きなので許してあげた。 / ゆる / (を)許 / す / 意味2 / ・ 子供だからといって、何をしても許される / 1.Tha thứ / わけではない。(≒ 許可) / 2.Cho phép / ・ 子供には、1日1時間だけゲームをすることを / 許している。 / きょ / か / 類:許 / 可 / をもらう
N3-vocab-0466,title_not_contiguous_in_raw_pdf_split,(を)慣れる,なれる,Quen với,・ だんだん日本の生活にも慣れてきた。 / な / くつ / ・ はき慣れた靴 / なので、何時間でも歩ける。 / (を)慣 / れる / ・ 使い慣れたペンをなくしてしまった。 / Quen với / ひ / こ / ・ 住み慣れた町なので、引 / っ越 / したくない。
N3-vocab-0467,title_not_contiguous_in_raw_pdf_split,(が)慣らす,ならす,Làm cho quen với,ふじさん / のぼ / ひく / ・ 富士山 / に登 / る前には、低 / い山で体を慣らしたほうが / な / (が)慣 / らす / いいらしい。 / Làm cho quen với / ・ 犬を慣らして散歩します。
N3-vocab-0468,title_not_contiguous_in_raw_pdf_split,(が)立つ,たつ,1.(Người) Đứng,"た / (が)立 / つ / なまえ / ・ 「名前 / を呼ばれたら立ってください。」 / 1.(Người) Đứng / かんばん / ・ 店の前に大きな看板 / が立っている。 / 2.Được dựng / おか / うえ / ・ 丘 / の上 / に白いホテルが立っている。 / 3.(Vật) Đứng, ở"
N3-vocab-0469,title_not_contiguous_in_raw_pdf_split,(を)立てる,たてる,1. Dựng 2. Dựng đứng,はら / た / ・ うまく話せない自分に腹 / を立てる。 / (を)立 / てる / げんかん / かさ / お / 1. Dựng / ・ 玄関 / のかさ立てに傘 / を置 / く。 / 2. Dựng đứng
N3-vocab-0470,title_not_contiguous_in_raw_pdf_split,(が)建つ,たつ,Được xây dựng,た / (が)建 / つ / ・ 家の前に大きなマンションが建った。 / Được xây dựng
N3-vocab-0471,title_not_contiguous_in_raw_pdf_split,(を)建てる,たてる,Xây dựng,た / としん / ・ 都心 / に家を建てるには、どんなに安くても / (を)建 / てる / 5000 万円はかかる。 / Xây dựng / 使い分け / • / 立てる:まっすぐにする / たてもの / • / 建てる:建物 / をつくる
N3-vocab-0472,title_not_contiguous_in_raw_pdf_split,(が)育つ,そだつ,"1. Lớn, phát triển 2. Lớn, được nuôi dạy","意味1 / こめ / ・ 雨が多い年は、米 / がよく育つそうだ。 / そだ / せいちょう / (≒ 成長 / している) / (が)育 / つ / 意味2 / 1. Lớn, phát triển / おや / こども / げんき / のぞ / 2. Lớn, được nuôi dạy / ・ 親 / は子供 / が元気 / に育つのを望 / んでいる。 / ゆうしゅう / けんきゅうしゃ / ・ あの大学では優秀 / な研究者 / がたくさん育っている"
N3-vocab-0473,title_not_contiguous_in_raw_pdf_split,(を)育てる,そだてる,"1. Nuôi dạy 2. Nuôi trồng 3. Đào tạo, dạy dỗ","・ 私の母は1人で5人の子どもを育てあげた。 / そだ / (を)育 / てる / のうか / ・ このレタスは、農家 / の人たちが心をこめて育てた / 1. Nuôi dạy / やさい / 野菜 / だ。 / 2. Nuôi trồng / じんざい / 3. Đào tạo, dạy dỗ / ・ あの会社は人材 / を育てるのが上手だ。"
N3-vocab-0474,title_not_contiguous_in_raw_pdf_split,(が)生える,はえる,"Mọc, lớn","は / (が)生 / える / かみ / は / くさ / ・ 髪 / 、ひげ、歯 / 、草 / 、かび...が生える / Mọc, lớn"
N3-vocab-0475,title_not_contiguous_in_raw_pdf_split,(を)生やす,はやす,Nuôi,は / (を)生 / やす / ・ 家で働くので、ひげを生やしてみた。 / Nuôi
N3-vocab-0476,title_not_contiguous_in_raw_pdf_split,(が)汚れる,よごれる,Bị bẩn,・ 車が汚れていたので車を洗ったら、次の日、 / きたな / 雨が降った。(≒ 汚 / い) / よご / れ:Vết bẩn / 名:汚 / よご / (が)汚 / れる / 服に汚れがつく。 / Bị bẩn / せんざい / 洗剤 / で服の汚れが落ちる。 / 服についた汚れを落とす。
N3-vocab-0477,title_not_contiguous_in_raw_pdf_split,(を)汚す,よごす,Làm bẩn,よご / (を)汚 / す / ・ 川の水を汚さないようにしよう。 / Làm bẩn
N3-vocab-0478,title_not_contiguous_in_raw_pdf_split,(が)壊れる,こわれる,Bị hỏng,こわ / (が)壊 / れる / いえ / か / ぐ / でんき / せいひん / ・ (家 / /スマホ...)が壊れる。 / /家具 / /電気 / 製品 / Bị hỏng
N3-vocab-0479,title_not_contiguous_in_raw_pdf_split,(を)壊す,こわす,Làm hỏng,こわ / (を)壊 / す / ・ 買ったばかりのスマホを落として壊してしまった...。 / Làm hỏng
N3-vocab-0480,title_not_contiguous_in_raw_pdf_split,(が)割れる,われる,"1.Vỡ, nứt","わ / れる / (が)割 / しんぶんし / つつ / ・ (ガラス/お皿/コップ...)が割れないように新聞紙 / で包 / む。 / 1.Vỡ, nứt / ひつじ / ・ 羊 / のひづめは先が二つに割れている。 / 2.Chia, rẽ ra"
N3-vocab-0481,title_not_contiguous_in_raw_pdf_split,(を)割る,わる,"1.Làm vỡ 2.Chia, tách 3.Chia","意味1 / ・ 思い出の(ガラス/皿/コップ...)を割ってしまった。 / わ / 意味2 / (を)割 / る / ・ 肉まんを半分に割って食べた。 / 1.Làm vỡ / 意味3 / 2.Chia, tách / ・ 10 を5でわると2になる。 / 3.Chia / 10 わる5は2だ。 / わ / ざん / → 割 / り算"
N3-vocab-0482,title_not_contiguous_in_raw_pdf_split,(が)折れる,おれる,Bị gãy,お / (が)折 / れる / かさ / ・ 風が強いので傘 / が折れた。 / Bị gãy
N3-vocab-0483,title_not_contiguous_in_raw_pdf_split,(を)折る,おる,Làm gãy,ころ / ほね / ・ スノボで転 / んで、足の骨 / を折った。 / お / (を)折 / る / びん / ふうとう / ・ 便 / せんを三つ折りにして封筒 / に入れた。 / Làm gãy / お / がみ / :Gấp giấy nghệ thuật / 合:折 / り紙
N3-vocab-0484,title_not_contiguous_in_raw_pdf_split,(が)破れる,やぶれる,Bị rách,やぶ / (が)破 / れる / かみ / ぬの / ・ (紙 / /本/布 / /服...)が破れる。 / Bị rách / かみ / ぬの / やぶ / ・ (紙 / /本/布 / /服...)を破れる。 / (を)破 / る / Làm rách
N3-vocab-0485,title_not_contiguous_in_raw_pdf_split,(を)破る,やぶる,"1. Thất hứa, không tuân thủ 2. Phá (kỷ lục)","やぶ / (を)破 / る / やくそく / きそく / ・ (約束 / /規則 / ...)を破る。>< を守る / 1. Thất hứa, / すい / えい / き / ろく / ・ 水 / 泳 / の世界記 / 録 / が破られた。 / không tuân thủ / 2. Phá (kỷ lục)"
N3-vocab-0486,title_not_contiguous_in_raw_pdf_split,(が)曲がる,まがる,"1.Cong, uốn lượn Lệch/ Còng 2.Rẽ","意味1 / ・ 曲がった道。 / ま / (が)曲 / がる / ・ 「ネクタイが曲がっていますよ。」 / こし / ま / 1.Cong, uốn lượn / ・ 腰 / の曲 / がったおばあさん。 / Lệch/ Còng / 意味2 / 2.Rẽ / ・ 「この角を右に曲がって50m ほど行くと、病院が / あります。」"
N3-vocab-0487,title_not_contiguous_in_raw_pdf_split,(を)曲げる,まげる,Uốn,ま / (を)曲 / げる / はりがね / こし / ・ (針金 / /ひざ/腰 / ...)を曲げる。 / Uốn
N3-vocab-0488,title_not_contiguous_in_raw_pdf_split,(が)外れる,はずれる,"1. Chệch, lệch, không trúng 2. Loại ra/ Bị loại ra","意味1 / てんきよほう / ・ 天気予報 / がはずれる。 / たから / 宝 / くじがはずれた。 / よそう / 予想 / を外す。 / や / まと / はず / 矢 / が的 / を外れる。 / (が)外 / れる / 名:はずれ >< 当たり / はず / 意味2 / (を)外 / す / せんしゅ / ・ けがをした選手 / は、チームのメンバーから / 1. Chệch, lệch, / không trúng / はずれた。 / 2. Loại ra/ / "
N3-vocab-0489,title_not_contiguous_in_raw_pdf_split,(が)揺れる,ゆれる,"1. Rung, lung lay 2. Dao động","ゆ / (が)揺 / れる / は / ・ 風で木の葉 / が揺れている。 / けっこん / 1. Rung, lung lay / ・ 彼と結婚 / するかしないか、気持ちが揺れている。 / 2. Dao động"
N3-vocab-0490,title_not_contiguous_in_raw_pdf_split,(を)揺らす,ゆらす,"1.Rung, lung lay 2.Dao động","ゆ / (を)揺 / らす / ゆ / ・ 子どもの乗ったブランコを揺 / らしてあそばせた。 / 1.Rung, lung lay / 2.Dao động"
N3-vocab-0491,title_not_contiguous_in_raw_pdf_split,(が)流れる,ながれる,"1. Chảy 2. Trôi/ Thả trôi, xả 3. Bật nhạc 4. Lan truyền","意味1 / あせ / なみだ / ち / ・ (汗 / /涙 / /血 / )が流れる。 / なが / (が)流 / れる / 意味2 / ・ 川にたくさんのごみが流れている。 / なが / ・ トイレの水を流す。 / (を)流 / す / 意味3 / 1. Chảy / ・ 彼の部屋にはいつも音楽が流れている。 / 2. Trôi/ Thả trôi, xả / 3. Bật nhạc / 意味4 / 4. Lan truyền / じょうほう / ・ "
N3-vocab-0492,title_not_contiguous_in_raw_pdf_split,(が)濡れる,ぬれる,Ướt,ぬ / ・ 水がこぼれて、服が濡れてしまった。(自) / (が)濡 / れる / 水をこぼして、服をぬらしてしまった。(他) / Ướt / ぬ / か / ぜ / (を)濡 / らす / ・ 雨に濡れて、風邪 / をひいた。 / Làm ướt
N3-vocab-0494,title_not_contiguous_in_raw_pdf_split,(に)悩む,なやむ,Trăn trở với ~,"くる / こい / ・ 彼女は苦 / しい恋 / に悩んでいる。 / 名:悩み:Phiền não, trăn trở / なや / (に)悩 / む / 最近、仕事のことで悩みがある。 / Trăn trở với ~ / とく / ><特 / に悩みがない / みんなに悩みを打ち明ける。 (N2)"
N3-vocab-0495,title_not_contiguous_in_raw_pdf_split,(が)慌てる,あわてる,"Hoảng loạn, vội vội vàng vàng","あわ / (が)慌 / てる / おおあわ / ・ 学校に遅れそうになって、大慌 / てで家を出た。 / Hoảng loạn, / vội vội vàng vàng"
N3-vocab-0496,title_not_contiguous_in_raw_pdf_split,が覚める,さめる,Tỉnh giấc,さ / が覚 / める / さくや / あつ / よなか / ・ 昨夜 / に何度も目が覚めた。 / は暑 / くて、夜中 / Tỉnh giấc / さ / ・ 目を覚ますともう10 時だった。 / を覚 / ます / Thức dậy
N3-vocab-0498,title_not_contiguous_in_raw_pdf_split,(を)祈る,いのる,Cầu nguyện,いの / (を)祈 / る / けんこう / かみ / ・ 家族の健康 / に祈った。 / を神 / Cầu nguyện
N3-vocab-0499,title_not_contiguous_in_raw_pdf_split,(を)祝う,いわう,Chúc mừng,しんねん / たんじょうび / せいこう / かんぱい / ・ (新年 / /誕生日 / /成功 / ...)を祝って乾杯 / した。 / いわ / 名:N + 祝い / (を)祝 / う / 結婚の(お)祝いにワイングラスをもらった。 / Chúc mừng / にゅうがく / けっこん / たんじょう / 入学 / 祝い、結婚 / 祝い、誕生 / 祝い。
N3-vocab-0500,title_not_contiguous_in_raw_pdf_split,(を)感じる,かんじる,・ 感じがする:Cảm thấy ~,さむ / いた / くうふく / あま / ・ (寒 / さ/痛 / み/空腹 / /甘 / み/ゆれ...)を感じる。 / しあい / せきにん / ・ 私のミスで試合 / に負けてしまい、責任 / を感じている。 / → 責任感が強い人 / ちちおや / あいじょう / ・ あの父親 / には子どもへの愛情 / が感じられない。 / かん / (を)感 / じる / ・ 感じがする:Cảm thấy ~ / 彼女は少し冷たい感じがする。 / Cảm g
N3-vocab-0542,title_not_contiguous_in_raw_pdf_split,薄い,うすい,Mỏng,うす / 薄 / い / あつ / ・ 薄く切った肉 >< 厚 / く切った肉 / Mỏng
N3-vocab-0543,title_not_contiguous_in_raw_pdf_split,酸っぱい,すっぱい,Chua,・ このみかん、すっぱい!!! / す / 酸 / っぱい / あまず / っぱい:Buồn vui lẫn lộn / 合:甘酸 / Chua / はつこい / あまず / 初恋 / を思い出して、甘酸 / っぱい気持ちになる。
N3-vocab-0548,title_not_contiguous_in_raw_pdf_split,親しい,したしい,Thân thiết,ははおや / どうし / しんゆう / かぞく / ・ 母親 / 同士 / が親友 / なので、家族 / みんなで親しく / した / 親 / しい / つき合っている。 / Thân thiết / なかよ / = 仲良 / く
N3-vocab-0549,title_not_contiguous_in_raw_pdf_split,詳しい,くわしい,"1. Chi tiết 2. Biết rõ, am hiểu về...","ち / ず / ・ この地図 / くわ / はスーパーまでの道がとてもくわしく / 詳 / しい / 書かれている。 / 1. Chi tiết / ・ 姉はアイドルにとてもくわしいです。 / 2. Biết rõ, am hiểu về..."
N3-vocab-0556,title_not_contiguous_in_raw_pdf_split,清潔(な),せいけつ(な),Sạch sẽ,・ トイレはいつも清潔にしておきたい。 / せいけつ / 清潔 / (な) / せいけつかん / 合:清潔感 / がある人はモテる / Sạch sẽ / ふけつ / ひと / ) / >< 清潔感がない人(≒ 不潔 / な人
N3-vocab-0557,title_not_contiguous_in_raw_pdf_split,新鮮(な),しんせん(な),"1. Tươi, sống (đồ ăn) 2. Tươi mới (không khí) 3. Tươi mới (tâm trạng)","・ 新鮮な魚はおいしい。 / しんせん / 新鮮 / (な) / たも / 「この冷蔵庫は野菜の新鮮さを保 / ちます」 / 1. Tươi, sống (đồ ăn) / むねいっぱい / す / ・ 山で新鮮な空気を胸一杯 / に吸 / いこんだ。 / 2. Tươi mới (không khí) / 3. Tươi mới (tâm trạng) / むか / ・ 新鮮な気持ちで新学期を迎 / えた。"
N3-vocab-0558,title_not_contiguous_in_raw_pdf_split,豊か(な),ゆたか(な),"Giàu có, phong phú","・ 人生をより豊かに生きるためにはどうしたらいいか考える。 / そうぞう / りょく / ・ 彼女は想像 / 力 / が豊かだ。 / ゆた / 豊 / か(な) / しげん / しぜん / みどり / く / こころ / さいのう / こせい / ・ 豊かな(資源 / /自然 / /緑 / /暮 / らし/心 / /才能 / /個性 / / / Giàu có, phong phú / ひょうじょう / かんせい / ひょうげん / 表情 / /感性 / /表現 / ...) / こ"
N3-vocab-0559,title_not_contiguous_in_raw_pdf_split,立派(な),りっぱ(な),"1. Tuyệt vời 2. Ra dáng, tuyệt vời","りっぱ / せいせき / 立派 / (な) / ・ りっぱな(人/仕事/成績 / /行動/建物...)ですね。 / ・ あなたもりっぱな大人なんだから、自分のことは / 1. Tuyệt vời / 2. Ra dáng, / 自分で決めなさい。 / tuyệt vời"
N3-vocab-0560,title_not_contiguous_in_raw_pdf_split,正確(な),せいかく,Chính xác,"合:+) 正確な + 情報:Chính xác (đi kèm với thông tin) / かず / ひき / 正確な数 / はわからないが、犬が30匹 / ほどが / せいかく / (な) / 正確 / 集まってきた。 / +) 時間に正確な:Chính xác, chuẩn giờ / Chính xác / ぜったい / おく / 山本さんは時間に正確で、待ち合わせに絶対 / 遅 / れない。"
N3-vocab-0563,title_not_contiguous_in_raw_pdf_split,必要な,ひつような,Cần thiết,ぎん / こう / こう / ざ / み / ぶん / しょう / ・ レジットカードを作るには、銀 / 行 / 口 / 座 / と身 / 分 / 証 / が / 必要だ。 / 名:必要:Cần thiết / ひつよう / 必要 / な / 小学校で英語を教える必要があるのだろうか。 / Cần thiết / 「必要があれば、このコピー機を使ってください」 / ひつようせい / :Tính cần thiết / 合:必要性 / ひつようせい / ・ 日本で仕
N3-vocab-0567,title_not_contiguous_in_raw_pdf_split,激しい,はげしい,"Mạnh, mãnh liệt,","蓮:激しく + V / はげ / 激 / しい / にゅうし / しっぱい / ・ 入試 / に失敗 / して、今まで勉強しなかったことを / こうかい / Mạnh, mãnh liệt, / 激しく後悔 / した。 / dữ dội, cực kỳ"
N3-vocab-0575,title_not_contiguous_in_raw_pdf_split,可能な,かのうな,Có khả năng (Có khả năng) >< (Không khả năng),かがく / しんぽ / ・ 科学 / の進歩 / で、今まで不可能だったことも可能になった。 / かのうせい / :Tính khả thi / 合:可能性 / かのう / せいせき / きぼう / この成績 / なら希望 / の大学に合格できる可能性が高い。 / 可能 / な / 合: 可能がある >< 可能がない / Có khả năng / (Có khả năng) >< (Không khả năng) / 可能が大きい
N3-vocab-0576,title_not_contiguous_in_raw_pdf_split,不可能な,ふかのうな,Không có khả năng,ふかのう / 不可能 / な / ・ この宿題を1時間で終わらせるのは不可能だ。 / Không có khả năng / 使い分け / • / 無理だ(主観的) / • / 不可能(客観的)
N3-vocab-0600,title_not_contiguous_in_raw_pdf_split,あっと言う間(に),あっというま,"Loáng một cái/ Trong nháy mắt, trong khoảnh khắc","い / ま / せいちょう / ・ うちの子どもの成長 / は早い。あっという間に、 / あっと言 / う間 / (に) / しゃ / かい / じん / もう社 / 会 / 人 / だった。 / Loáng một cái/ / ・ 駅でかばんをとられてしまった。あっという間の / Trong nháy mắt, / できごとだった。 / trong khoảnh khắc"
N3-vocab-0604,title_not_contiguous_in_raw_pdf_split,相変わらず,あいかわらず,Như mọi khi,あいか / 相変 / わらず / ・ 昔、好きだったあの人は今もあいかわらずきれいだ。 / Như mọi khi
N3-vocab-0605,title_not_contiguous_in_raw_pdf_split,次々に/と,つぎつぎに/と,Liên tục,しょくひん / ・ おもしろい味のインスタント食品 / が次々に / つぎつぎ / 次々 / に/と / はつばい / 発売 / されている。 / Liên tục / さくひん / はっぴょう / ・ (小説)次々と新しい作品 / を発表 / している。
N3-vocab-0656,title_not_contiguous_in_raw_pdf_split,出来事,できごと,1. Sự kiện 2. Sự việc,で / き / ごと / 出 / 来 / 事 / ・ 結婚は、私の人生の中でも大きなできごとだ。 / 1. Sự kiện / きろく / ・ 毎日のできごとをスマホに記録 / する。 / 2. Sự việc
N3-vocab-0661,title_not_contiguous_in_raw_pdf_split,(を)やり取り,やりとり,Trao đổi,じょうほう / ・ メール/line/情報 / のやりとりから、彼女との / と / (を)やり取 / り / 付き合いは始まりました。 / こうかん / Trao đổi / 類:交換
N3-vocab-0706,title_not_contiguous_in_raw_pdf_split,(が)上る,のぼる,1. Leo lên 2. Bay lên,かいだん / さか / かわ / とうきょう / ・ (階段 / /坂 / /川 / /東京 / タワー...)を上る。 / のぼ / (が)上 / る / けむり / そら / ・ 煙 / が空 / に上る。 / 1. Leo lên / すう / じ / のぼ / る:Lên tới / 合:数 / 字 / + 上 / 2. Bay lên / じしん / ししゃ / 地震 / の死者 / は、7000 人に上った。(N2)
N3-vocab-0707,title_not_contiguous_in_raw_pdf_split,(が)下る,くだる,Đi xuống,さか / くだ / ・ (坂 / /川/山...)を下 / る。 / かいだん / くだ / ・ 階段 / を下 / る。 (△) / くだ / お / 階段を降 / りる。(◯) / (が)下 / る / くだ / みち / 名:下 / り道 / Đi xuống / くだ / れっしゃ / くだ / 下 / り列車 / (△)→ 下 / り電車
N3-vocab-0708,title_not_contiguous_in_raw_pdf_split,(が)進む,すすむ,・ A:工事,"意味1 / ちょう / じょう / ・ 頂 / 上 / を目指して進む。 / ふまえ / ・ 「1歩前 / にお進みください。」 / ・ 「あと一歩、前へ進め!!」 / さ / 対:下 / がる / 意味2 / すす / (が)進 / む / こうじ / よ / てい / どお / ・ A:工事 / は予 / 定 / 通 / り進んでいますか? / すす / B:はい。予定通り進んでいます。 / (を)進 / める / ・ 会議の準備を進める。 / 1. Tiến đến, ti"
N3-vocab-0709,title_not_contiguous_in_raw_pdf_split,(が)通る,とおる,意味4:火が通る:Chín,"意味1:Qua lại / ・ この道は車がたくさん通る。 / 意味2:Đi qua, xỏ qua / かい / さつ / ・ 改 / 札 / を通ってホームに上がる。 / はり / いと / ・ 針 / に糸 / を通す。 / 意味3:Đi qua, chạy qua / おおどお / り (Đường lớn) / 合:大通 / 大通りを歩く。 / ま / ・ 私の町の真 / とお / ん中には大きな川が通っている。 / (が)通 / る / と"
N3-vocab-0711,title_not_contiguous_in_raw_pdf_split,(が)過ぎる,すぎる,"1. Đi qua 2. Quá, vượt quá","意味1 / ひろ / しま / ・ 電車は広 / 島 / 駅を過ぎた。(乗っている) / す / ・ 電車が通り過ぎていった。(見てる) / (が)過 / ぎる / こう / しん / ・ デモ行 / 進 / が過ぎて行った。(△) / 1. Đi qua / 2. Quá, vượt quá / 意味2:時間 + 過ぎる / ・ 約束の時間(が/を)過ぎても友だちは来なかった。 / ・ 東京に来てから10 年が過ぎた。"
N3-vocab-0712,title_not_contiguous_in_raw_pdf_split,(を)過ごす,すごす,"Sống, trải qua","・ 大学を東京で過ごした。 / ・ 日曜日は家でテレビを見て過ごすことが多い。 / す / ね / す / ごす (Ngủ quên) / 合:+) 寝過 / (を)過 / ごす / Sống, trải qua / 酔っぱらって、降りる駅を寝過ごした。 / +) 乗り過ごす (Đi quá) / あ!乗り過ごしてしまった!"
