id,reason,title,reading,meaning_vi,raw_sample
N3-vocab-0713,title_not_contiguous_in_raw_pdf_split,(が)移る,うつる,"1. Di chuyển 2. Bị lây, lây sang","意味1 / こく / ばん / ・ 黒 / 板 / の字が見えにくかったので、前の席に移った。 / うつ / (が)移 / る / ・ 本社を大阪から東京に移した。 / うつ / えい / ぎょう / ぶ / (を)移 / す / ・ 来月から営 / 業 / 部 / に移ることになった。 / 意味2 / 1. Di chuyển / 2. Bị lây, lây sang / ・ かぜをひいた。たぶん、田中さんから移ったのだと思う。 / ・ 田中さんに"
N3-vocab-0714,title_not_contiguous_in_raw_pdf_split,(を)移す,うつす,1. Di chuyển 2. Làm lây sang,"意味1 / こく / ばん / ・ 黒 / 板 / の字が見えにくかったので、前の席に移った。 / うつ / (が)移 / る / ・ 本社を大阪から東京に移した。 / うつ / えい / ぎょう / ぶ / (を)移 / す / ・ 来月から営 / 業 / 部 / に移ることになった。 / 意味2 / 1. Di chuyển / 2. Bị lây, lây sang / ・ かぜをひいた。たぶん、田中さんから移ったのだと思う。 / ・ 田中さんに"
N3-vocab-0715,title_not_contiguous_in_raw_pdf_split,(を)連れる,つれる,Dẫn,いっかい / とうきょう / ・ 社長!一回 / 東京 / へ連れて行ってもらえませんか? / こいびと / つ / ・ あした娘が恋人 / を家に連れて来ることになって / (を)連 / れる / こ / づ / れ (Dẫn con theo) / 合:子連 / Dẫn / こ / づ / 子連 / れでいけるカフェとレストラン。
N3-vocab-0717,title_not_contiguous_in_raw_pdf_split,(を)寄せる,よせる,Di chuyển ~ về phía,よ / せる / (を)寄 / きゅう / きゅう / しゃ / とお / はし / ・ 救 / 急 / 車 / が通 / るときは、車を道の端 / に寄せなければならない。 / Di chuyển ~ về phía
N3-vocab-0718,title_not_contiguous_in_raw_pdf_split,(に・を)与える,あたえる,"1. Trao, cho, dành cho 2. Đem lại, gây ra","意味1 / せいせき / しょうがく / きん / ・ 成績 / のよい学生には奨学 / 金 / を与える。 / あた / (に・を)与 / える / ・ 犬にえさを与える。(≒ あげる − 会話) / 1. Trao, cho, / ・ (課題/時間/チャンス...)を与える。 / dành cho / 意味2 / 2. Đem lại, gây ra / ひがい / いんしょう / ・ (被害 / /〇〇な印象 / ...)を与える。 / "
N3-vocab-0719,title_not_contiguous_in_raw_pdf_split,(を)得る,える,"Thu được, có được","しゅう / にゅう / ・ ( 収 / 入 / /情報/ 知識 ...)を得る。 / え / (を)得 / る / きょ / か / ・ 仕事中は上司の許 / 可 / を得てからトイレに / Thu được, có được / 行ってください。"
N3-vocab-0720,title_not_contiguous_in_raw_pdf_split,(が)向く,むく,Hướng về 合:仕事 + 向いている:Phù hợp,・ 「こちらを向いてください」 / ・ 顔を左に向ける。 / む / ほう / こう / ほう / がく / む / (が)向 / く / 合:「方 / 向 / / 方 / 角 / 」+ 向 / き / よこ / がお / ・ 彼は左向きの横 / 顔 / が一番イケメンだ / む / (を)向 / ける / ・ 東向きの部屋探してるんですが...。 / Hướng về / 合:仕事 + 向いている:Phù hợp / よう / ち / えん / ・ 彼女は子どもが好きだから
N3-vocab-0723,title_not_contiguous_in_raw_pdf_split,薦める,すすめる,"1. Đề cử, gợi ý 2. Tiến cử","意味1 / ・ 先生にすすめられた本を買った。 / すす / 薦 / める / ・ 「おすすめはありますか?」 / 意味2 / 1. Đề cử, gợi ý / 2. Tiến cử / ぎ / ちょう / ・ A:「議 / 長 / はだれがいいですか?」 / すいせん / B:「山田さんを推薦 / します。」"
N3-vocab-0724,title_not_contiguous_in_raw_pdf_split,(を・に)任せる,まかせる,・ A:「結婚式 Giao phó,せきにん / ・ 責任 / の重い仕事を新人に任せてみた。 / まか / (を・に) 任 / せる / けっこんしき / し / かい / ・ A:「結婚式 / の司 / 会 / 、よろしくね!」 / Giao phó / B:「任せてください。」
N3-vocab-0725,title_not_contiguous_in_raw_pdf_split,(を)守る,まもる,1. Bảo vệ 2. Tuân thủ,意味1 / かんきょう / ・ 環境 / を守るために、ごみを減らそう! / きけん / ・ 子どもを危険 / から守る。 / まも / (を)守 / る / 意味2 / ・ 「順番(じゅんばん)を守って並んでください。」 / 1. Bảo vệ / ほうりつ / きそく / 2. Tuân thủ / ・ (法律 / /規則 / /ルール/約束 ...)を守る。 / いはん / やぶ / 対:違反 / する/破 / る
N3-vocab-0726,title_not_contiguous_in_raw_pdf_split,(を) 争う,あらそう,"1. Tranh cãi, tranh chấp, tranh giành 2. Cạnh tranh","あらそ / ふうふ / う / ・ あの夫婦 / はいつも小さなことで争っている。 / (を) 争 / やま / だ / せん / しゅ / たかはし / せんしゅ / ・ 山 / 田 / 選 / 手 / と高橋 / 選手 / がトップを争っている。 / 1. Tranh cãi, tranh chấp, / tranh giành / (≒ トップ争いをしている) / 2. Cạnh tranh"
N3-vocab-0727,title_not_contiguous_in_raw_pdf_split,(を)望む,のぞむ,"Hi vọng, kỳ vọng","・ あなたの未来が明るいものであるよう望んでいます。 / (≒ 願っています) / ・ 世界が平和になることを望んでいる。 / ・ 卒業後は、教師になることを望んでいる。 / きぼう / → 教師を希望 / している。 / のぞ / (を)望 / む / のぞ / 名:望 / み / Hi vọng, kỳ vọng / きぼう / 類:希望 / ・ 私の望みは子供が元気に育ってくれることだ。 / 蓮:望みがある >< 望み"
N3-vocab-0728,title_not_contiguous_in_raw_pdf_split,(を)信じる,しんじる,"1. Tin tưởng, tin vào 2. Tín","意味1 / ・ 「昨日、ゆうれいを見たよ」 / 「うそ!信じられない!」 / うたが / 対:疑 / う / しん / (を)信 / じる / どりょく / しんろ / ・ 努力 / すれば望んだ進路 / に進めると信じている。 / 1. Tin tưởng, tin vào / あず / ・ 友人を信じてお金を預 / けた。 / 2. Tín / 意味2 / ぶっ / きょう / かみさま / ・ 私は仏 / 教 / /神様 / を信じています。 / しゅうきょ"
N3-vocab-0729,title_not_contiguous_in_raw_pdf_split,(が)通じる,つうじる,"1. Hiểu 2. Dẫn đến, xuyên qua 3. Kết nối (điện thoại)","意味1 / ・ 日本に来たとき、私の日本語が通じるか(どうか) / しん / ぱい / 心 / 配 / だった。 / つう / (が)通 / じる / じょう / だん / ・ 山田さんには冗 / 談 / が通じない。 / 1. Hiểu / 意味2 / 2. Dẫn đến, xuyên qua / ちかどう / 3. Kết nối (điện thoại) / ・ この地下道 / は駅に通じている。 / 意味3 / ・ コンサートチケット申し"
N3-vocab-0730,title_not_contiguous_in_raw_pdf_split,(が)飽きる,あきる,Chán,・ 好きなものでも、毎日食べるとあきてしまう。 / ・ もうこのゲームにはあきた。 / あ / (が)飽 / きる / み / あ / きない (Xem mãi không chán) / 合:見飽 / Chán / 彼女の顔は見飽きない。
N3-vocab-0731,title_not_contiguous_in_raw_pdf_split,(を)思いつく,おもいつく,Nghĩ ra,・ (アイディア/考え/方法... )を思いつく。 / おも / (を)思 / いつく / ・ いい方法が思いつかない。 / Nghĩ ra / おも / 名:思 / いつき(N2)
N3-vocab-0733,title_not_contiguous_in_raw_pdf_split,(が) 熱中する,ねっちゅうする,"Mải mê, chăm chú","・ 兄はゲームに熱中して、ご飯も食べていない。 / ・ 母は今カラオケに熱中している。 / → はまっている(習慣)(N2) / ねっちゅう / (が) 熱中 / する / ちゅう / けい / ・ テレビのボクシング中 / 継 / に熱中して、つい大声を / Mải mê, chăm chú / 出してしまった。 / ねっ / ちゅう / しょう / :Say nắng, sốc nhiệt / 合:熱 / 中 / 症 / ・ 暑いの"
N3-vocab-0734,title_not_contiguous_in_raw_pdf_split,(を)暮らす,くらす,"Sống, sinh sống 合:N + 暮","きゅう / りょう / ・ この給 / 料 / では家族3人で暮らしていけない。 / と / かい / ・ 都 / 会 / で暮らすのは便利だが、お金がかかる。 / く / → 生活する(より具体的) / らす / (を)暮 / びん / ぼう / ・ 貧 / 乏 / でも楽しく暮らしている。 / Sống, sinh sống / ぐ / らし (Sinh, sinh sống) / 合:N + 暮 / 気楽な一人暮らし / 都会暮らし / いい暮らしを"
N3-vocab-0735,title_not_contiguous_in_raw_pdf_split,(を)巻く,まく,"Quấn, cuốn","ま / ・ コードを巻いて片付ける。 / (を)巻 / く / ほう / たい / ・ 腕に包 / 帯 / を巻く。 / Quấn, cuốn"
N3-vocab-0736,title_not_contiguous_in_raw_pdf_split,(を)結ぶ,むすぶ,"1. Buộc, thắt 2. Nối (chuyến) 3. Ký kết (hợp đồng)","・ くつひもを結ぶ。 / ・ おしゃれな結び方。 / むす / 対:ほどく / ぶ / (を)結 / ・ 妻にネクタイを結んでもらう。 / 1. Buộc, thắt / 2. Nối (chuyến) / → ネクタイをする/しめる / 3. Ký kết (hợp đồng) / なんびん / ・ 東京とニューヨークを結ぶ飛行機は、1日何便 / ですか。 / じょう / やく / けい / やく / ) / ・ ( 条 / 約 / /契"
N3-vocab-0737,title_not_contiguous_in_raw_pdf_split,(が)済む,すむ,"※~ないで済む:Không làm ~ cũng xong Xong, hoàn thành","・ 用事が済んだらすぐ行きます~。 / ・ この仕事を済ませたらすぐ帰ります。 / こう / ねつ / ひ / でん / き / だい / し / はら / ・ (光 / 熱 / 費 / ・電 / 気 / 代 / )の支 / 払 / いを済ませる。 / す / む / (が)済 / ※~ないで済む:Không làm ~ cũng xong / Xong, hoàn thành / だい / じょう / ぶ / (≒ ~しなくても大 / 丈 / 夫 / ) / す / あたた / ・ 今"
N3-vocab-0738,title_not_contiguous_in_raw_pdf_split,出来る,できる,"1. Xuất hiện, có 2. Có (phát sinh cái mới) 3. Giỏi, làm tốt 4. Được làm từ",意味1 / ・ 駅前に新しいスーパーができた。 / 意味2 / ・ (友だち/子ども/にきび... )ができた。 / もんだい / しょう / はっせい / する: Có (phát sinh vấn đề) / 関:問題 / +生 / じる、発生 / かいはつ / 開発 / の途中で、問題が生じた。(≒ 発生した) / で / き / 蓮:出来上がる:Hoàn thành (mất thời gian) / 出来 / る / りょ
N3-vocab-0739,title_not_contiguous_in_raw_pdf_split,(が)切れる,きれる,"1. Cắt được, sắc 2. Hết hạn, hết hiệu lực 3. Hết","意味1 / ほうちょう / ・ この包丁 / はよく切れる。 / き / (が)切 / れる / 意味2 / ていき / しょう / み / き / げん / ゆうこう / きげん / けいやく / めんきょ / 1. Cắt được, sắc / ・ (定期 / /賞 / 味 / 期 / 限 / /有効 / 期限 / /契約 / /免許 / ...)が切れる / 2. Hết hạn, hết / 意味3 / hiệu lực / でん / ち / でん / ち / 3. Hết / ・ 電 / 池"
N3-vocab-0740,title_not_contiguous_in_raw_pdf_split,(を)切らす,きらす,"Hết, cạn kiệt","き / (を)切 / らす / ・ うっかりしていて、(さとう/せっけん/トイレット / ペーパー...)を切らしちゃった。 / Hết, cạn kiệt"
N3-vocab-0741,title_not_contiguous_in_raw_pdf_split,(が)伝わる,つたわる,"Lưu truyền, truyền đạt","もとかれ / ・ 元彼 / が結婚するといううわさが伝わってきた。 / ・ 電話で用件を伝える。 / ちほう / ふ / し / ぎ / ・ この地方 / には昔から伝わる不 / 思 / 議 / な話がある。 / つた / ・ ふるさとの料理を若い人に伝える。 / (が)伝 / わる / つた / わる (Được truyền vào, du nhập) / 自:~が伝 / つた / (を)伝 / える / 漢字は中国から伝わってきた。 / Lưu "
N3-vocab-0742,title_not_contiguous_in_raw_pdf_split,(が)続く,つづく,"1. Liên tục, trải dài 2. Tiếp, tiếp theo 3. Liên tục","意味1 / ・ 雨の日が続く。 / すなはま / ・ 美しい砂浜 / が続いている。 / つづ / (が)続 / く / 意味2 / ・ (駅で) / 1. Liên tục, trải dài / 「前の人に続いてお乗りください。」 / 2. Tiếp, tiếp theo / 3. Liên tục / 意味3 / ・ 悪いことが続いて起こる。 / つづ / 名:続 / き / このマンガの続きが早く読みたい。"
N3-vocab-0743,title_not_contiguous_in_raw_pdf_split,(を)続ける,つづける,"1. (Kéo dài) liền, liên tục 2. Tiếp tục","意味1 / ・ もう3 時間も会議を続けている。(△) / つづ / → もう3時間も会議が続いている。(より自然) / (を)続 / ける / 意味2 / 1. (Kéo dài) liền, / ・ 「ベトナムへ帰っても日本語の勉強を続けて / liên tục / くださいね」。 / 2. Tiếp tục / ち / こく / ・ 3 回続けて遅 / 刻 / して、上司に怒られた。"
N3-vocab-0747,title_not_contiguous_in_raw_pdf_split,(が)伸びる,のびる,"1. Dài ra, dãn ra 2. Kéo dài, kéo dãn 3. Tăng lên","意味1 / せ / かみ / ・ (背 / /髪 / /ひげ...)が伸びる。 / しんちょう / ・ (髪/ひげ/身 / 長 / ...)を伸ばす。 / 意味2 / じゅんび / うんどう / ・ しっかり足を伸ばして準備 / 運動 / をしてくださいね。 / の / (が)伸 / びる / の / ばす (Kéo dài, làm phẳng) / 他:~を伸 / アイロンをかけてしわを伸ばす。 / の / (を)伸 / ばす / 意味3 / きろく / ・ (記"
N3-vocab-0748,title_not_contiguous_in_raw_pdf_split,(が)延びる,のびる,"自:~延びる (Tăng, kéo dài)","・ レポートのしめ切りが延びてよかった。 / き / こく / ひ / の / ・ チケットが取れなかったので、帰 / 国 / の日 / を延 / ばした。 / よてい / ・ 2 時間で終わる予定 / だった、会議が延びて3 時間になった。 / の / ・ 先生がテストの時間を10 分延ばしてくれた。 / (が)延 / びる / 自:~延びる (Tăng, kéo dài) / の / (を)延 / ばす / へいきん / じゅみょう / ・ 日"
N3-vocab-0749,title_not_contiguous_in_raw_pdf_split,(が)重なる,かさなる,Chồng lên,いんさつ / かみ / ・ 印刷 / したら、紙 / が2枚重なって出てきた。 / さら / ・ 皿 / は重ねて置いておいてください。 / かさ / かさ / (が)重 / なる / なる (Trùng nhau) / 自:~が重 / にちようび / しゅくじつ / ・ 日曜日 / と祝日 / が重なると、次の月曜日が休みになる。 / かさ / (を)重 / ねる / かさ / ねる (Chồng lên/ Nhiều - nhấn mạnh) / 
N3-vocab-0750,title_not_contiguous_in_raw_pdf_split,(が)広がる,ひろがる,1. Mở rộng 2. Lan rộng,意味1 / みちはば / ・ 道幅 / が広がって、歩きやすくなった。 / せば / 対:狭 / まる(N2) / ひろ / せんしゅ / さ / ・ 1 位と2 位の選手 / の差 / が広がっている。 / (が)広 / がる / さばく / しんりん / そうげん / えいえん / ・ (空/海/砂漠 / /森林 / /草原 / ...)が永遠 / に広がっている / 1. Mở rộng / ように見える。 / 2. Lan rộng / 意味2 / きょうふう
N3-vocab-0751,title_not_contiguous_in_raw_pdf_split,(を)広げる,ひろげる,Mở rộng,ふ / ・ お客さんが増 / えているので、もっと店を広げたい。 / → 大きくしたい / ひろ / げる / (を)広 / どうろ / せいりょく / し / や / ・ (道路 / /勢力 / /視野 / /スペース...)を広げる。 / Mở rộng / しんぶん / ・ 新聞 / を広げて読む。 / りょうて / はね / ・ (両手 / /羽 / /かさ/本...)を広げる。
N3-vocab-0752,title_not_contiguous_in_raw_pdf_split,(が)載る,のる,1. Chất lên 2. Đăng lên,意味1 / にもつ / の / ・ この荷物 / は大きすぎて、私の車には載らないだろう。 / る / (が)載 / ・ 電車のたなにのせた荷物を忘れた。 / の / せる / (を)載 / 意味2 / き / じ / ・ 新聞に、私の書いた記事 / が載った。 / 1. Chất lên / 2. Đăng lên / しゃしん / ・ フェイスブックに写真 / を載せる。(自)
N3-vocab-0757,title_not_contiguous_in_raw_pdf_split,(が)付く,つく,意味4:Đi kèm,"意味1:Bị dính, bị dây / ・ けがをしてシャツに血がついた。 / ・ 車にきずがついてしまった。 / 意味2:体力が付く:Có thể lực, có sức / ・ ウォーキングを毎日2時間するようにしたら体力が / ついてきた。 / 意味3:が身に付く: Trau dồi, học hỏi / ちしき / ・ 日本へ来ていろいろな知識 / が身についた。 / つ / (が)付 / く"
N3-vocab-0758,title_not_contiguous_in_raw_pdf_split,(を)付ける,つける,"1. Phết, đánh (vào) 2. Thêm, kèm","意味1 / ・ パンにジャムをつける。 / くちべに / ぬ / つ / ・ 口紅 / をつける。(△)→ 塗 / る / (を)付 / ける / 意味2 / 1. Phết, đánh (vào) / さいよう / じょうけん / ・ 採用 / のとき、いろいろと条件 / をつけられた。 / 2. Thêm, kèm / にっき / を付ける:Viết (nhật ký) / 蓮:日記 / ・ 毎晩、日記をつけている。"
N3-vocab-0759,title_not_contiguous_in_raw_pdf_split,(が)溜まる,たまる,"Đọng, dồn lại","た / (が)溜 / まる / ・ (水/ごみ/ストレス...)が溜まる。 / Đọng, dồn lại / しゅくだい / さいしゅうび / ・ 宿題 / を溜めてしまい、休みの最終日 / にまとめて / た / (を)溜 / める / 終わらせた。 / Dồn lại, tích lại, / để dành"
N3-vocab-0760,title_not_contiguous_in_raw_pdf_split,交じる,まじる,"Trộn, kết hợp A với B","(A がB に) / ま / おとな / こども / ・ 大人 / が子供 / に交じってサッカーをしている。 / 交 / じる / Trộn, kết hợp A với B"
N3-vocab-0763,title_not_contiguous_in_raw_pdf_split,(を)解く,とく,"Giải quyết, giải đáp","(が)とける / ・ 難しい問題は解けません。→ を解く(他) / 1. 解ける:Được giải / ぎもん / ・ 疑問 / が解けた。→ を解く / quyết, giải đáp / 2. 溶ける:Được hòa tan, / せんざい / ・ この洗剤 / は冷たい水には溶けにくい。 / tan ra / と / ・ 春になって雪が(溶けた・解けた)。 / (を)解 / く / Giải quyết, gi"
N3-vocab-0764,title_not_contiguous_in_raw_pdf_split,(を)溶かす,とかす,"Đánh tan, làm tan ra ※を解く/溶く/溶かす:Làm tan ra","※ 固いものを溶かす (Đi kèm với danh từ chỉ đồ vật thể rắn) / でんし / ・ 電子 / レンジでバターをとかす。 / と / (を)溶 / かす / ・ コーヒーにさとうを溶かす。 / Đánh tan, làm tan ra / ※を解く/溶く/溶かす:Làm tan ra / ・ 卵をといてフライパンに流す。"
N3-vocab-0765,title_not_contiguous_in_raw_pdf_split,(を)含む,ふくむ,"Chứa, bao gồm","・ レモンはビタミンC を多くふくんでいる。 / ふく / (を)含 / む / ねだん / しょうひぜい / ・ この値段 / には消費税 / がふくまれている。 / Chứa, bao gồm"
N3-vocab-0766,title_not_contiguous_in_raw_pdf_split,(を)含める,ふくめる,"Bao gồm, bao hàm","ふく / (を)含 / める / ・ 今日の昼ごはんは飲み物を含めると1000 円ぐらいだった。 / Bao gồm, bao hàm"
N3-vocab-0767,title_not_contiguous_in_raw_pdf_split,(が)抜ける,ぬける,"1. Rụng (tóc, lông) 2. Xì lốp 3. Mất (trang)/ Bị loại (ra khỏi đội)","かみ / け / ぬ / ・ 髪 / の毛 / が抜ける。 / ける / (が)抜 / くうき / ・ タイヤの空気 / が抜けた。 / 1. Rụng (tóc, lông) / しょるい / 2. Xì lốp / ・ この書類 / は3ページ目が抜けている。 / 3. Mất (trang)/ Bị loại / なかむら / せんしゅ / よわ / (ra khỏi đội) / ・ 中村 / 選手 / が抜けて、チームが弱 / くなった。"
N3-vocab-0768,title_not_contiguous_in_raw_pdf_split,(を)抜く,ぬく,"1. Nhổ ra 2. Lược bớt, bỏ 3. Vượt qua, bỏ xa","むしば / おや / し / ふ / ろ / せん / ・ (虫歯 / /親 / 知 / らず/お風呂 / の栓 / )を抜いた。 / ぬ / (を)抜 / く / ちから / ぬ / く:Thư giãn / 合:力 / を抜 / こきゅう / 両手を広げて、体の力を抜いて呼吸 / してください。 / 1. Nhổ ra / 2. Lược bớt, bỏ / ちょうしょく / けんこう / ・ 朝食 / を抜くと健康 / によくない。 / 3. Vượt qua, bỏ "
N3-vocab-0769,title_not_contiguous_in_raw_pdf_split,(が) 現れる,あらわれる,"1. Xuất hiện 2. Có (hiệu quả, tác dụng)","あらわ / はんにん / こうえん / たいほ / れる / (が) 現 / ・ 犯人 / は公園 / に現れたを逮捕 / された。 / くも / あいだ / 雲 / の間 / から月が現れた。 / 1. Xuất hiện / 2. Có (hiệu quả, / くすり / こうか / ・ 新しい薬 / の効果 / がはすぐに現れた。 / tác dụng)"
N3-vocab-0770,title_not_contiguous_in_raw_pdf_split,(を) 現す,あらわす,Xuất hiện,あらわ / す / (を) 現 / くも / き / ふじさん / すがた / ・ 雲 / が消 / えて、富士山 / が姿 / を現した。 / Xuất hiện
N3-vocab-0771,title_not_contiguous_in_raw_pdf_split,(が) 現れる,あらわれる,"Biểu lộ, biểu hiện","あらわ / (が) 現 / れる / かお / ごうかく / よろこ / ・ 彼の顔 / には合格 / した喜 / びが表れていた。 / Biểu lộ, biểu hiện"
N3-vocab-0772,title_not_contiguous_in_raw_pdf_split,(を) 表す,あらわす,1. Thể hiện 2. Biểu thị,あらわ / かんじょう / ことば / え / たいど / (を) 表 / す / ・ 感情 / を(言葉 / /絵 / /態度 / ...)に表す。 / 1. Thể hiện / ゆうびんきょく / ・ 「〒」のマークは郵便局 / を表している。 / 2. Biểu thị
N3-vocab-0773,title_not_contiguous_in_raw_pdf_split,(が)散る,ちる,"合:飛び散る (Bay, bắn khắp nơi) Rơi, rụng","・ 昨日の雨で桜が散ってしまった。 / ち / (が)散 / る / ・ (変更)部屋を散らかす。 / ち / (を)散 / らす / 合:飛び散る (Bay, bắn khắp nơi) / Rơi, rụng / インクが飛び散る。"
N3-vocab-0774,title_not_contiguous_in_raw_pdf_split,(が)明ける,あける,・ 年明け:Cuối năm,"・ 夜明け:Sáng sớm / あ / ・ 年明け:Cuối năm / (が)明 / ける / ・ 週明け:Thứ 2 / Cuối, sau / ・ 出張明け:Đi công tác về"
N3-vocab-0775,title_not_contiguous_in_raw_pdf_split,(が・を)差す,さす,・ かさをさす。→ Che ô Chiếu sáng,ひ / ざ / ・ 雨がやんで、日が差してきた。→ 日差 / し / さ / (が・を)差 / す / ・ かさをさす。→ Che ô / Chiếu sáng / めぐすり / にがて / ・ 目薬 / だ。→ Nhỏ thuốc mắt / をさすのが苦手
N3-vocab-0815,title_not_contiguous_in_raw_pdf_split,(が)炊ける,たける,"Được nấu/ Nấu (cơm, cháo)","た / (が)炊 / ける / ・ ご飯(が)炊けたよ~。 / た / (を)炊 / く / ・ ご飯、炊いておいて~。 / Được nấu/ Nấu / (cơm, cháo)"
N3-vocab-0816,title_not_contiguous_in_raw_pdf_split,(が)煮える,にえる,"Nấu, ninh","に / (が)煮 / える / ・ 「よく煮えてますね~。いい感じ!!」 / に / ・ 「やわらかくなるまでよく煮てくださいね。」 / (を)煮 / る / Nấu, ninh"
N3-vocab-0817,title_not_contiguous_in_raw_pdf_split,(を)炒める,いためる,Xào,いた / (を)炒 / める / あぶら / ・ フライパンに油 / をひいて、肉と野菜をいためる。 / Xào
N3-vocab-0818,title_not_contiguous_in_raw_pdf_split,(が)焼ける,やける,"Chín, làm chín","・ 「この肉、まだ焼けてないから、もう少し / や / (が)焼 / ける / 焼いたほうがいいよ。」 / や / く(Nướng) / 他:を焼 / や / (を)焼 / く / ・ トースターでパンを焼く。 / Chín, làm chín / すみび / ・ 炭火 / で(肉/魚)を焼く。"
N3-vocab-0820,title_not_contiguous_in_raw_pdf_split,(を)揚げる,あげる,"Rán, chiên (ngập dầu)","あ / はるま / (を)揚 / げる / ・ 春巻 / きは180°Cの油であげる。 / Rán, chiên (ngập dầu)"
N3-vocab-0821,title_not_contiguous_in_raw_pdf_split,(を)蒸す,むす,Hấp,・ 魚を蒸す。 / む / (を)蒸 / す / ・ 蒸し暑い / Hấp
N3-vocab-0828,title_not_contiguous_in_raw_pdf_split,別々に,べつべつに,"Riêng, riêng biệt","べつべつ / に / 別々 / しょうらい / しんろ / ・ 3人は将来 / のために別々の進路 / を選んだ。 / Riêng, riêng biệt"
N3-vocab-0846,title_not_contiguous_in_raw_pdf_split,一体(何),いったい,Rốt cuộc là,・ あの人はいったい何をしているのだろう。 / いったい / 一体 / (何) / ・ あなたはいったい何が言いたいのですか。 / Rốt cuộc là / ・ 困った。いったいどうしたらいい(の・ん)だろう。
